model,CO-0.00,CO-115.27,CO-230.54,CO-345.80,CO-461.04,CO-576.27,CO-691.47,CO-806.65,CO-921.80
73,0.0,1019.9701951297387,1795.1552317899295,1789.0807216535586,1545.1430627249142,1177.1689408932816,727.5637018466753,325.4250515035537,94.55249755331842
74,0.0,406.2277418322232,1543.6978181783318,3110.5736068839433,4589.573967151995,5593.638530291977,6031.456571915077,5977.5749721432,5552.013155429604
75,0.0,791.6249521638855,2211.68779153551,3087.023600045667,3363.2538127370335,3318.1637203263854,3093.2858839160353,2720.051183271505,2191.531570970006
76,0.0,704.2078133770227,2260.8892016712157,2817.3313551954657,2620.3165395100846,2122.3169899100553,1538.5666175301606,989.042991442547,555.0954557048138
77,0.0,384.74161925066807,1502.6792077509685,2885.341219527977,3788.461011608942,4034.0027814924924,3792.4036484211324,3244.7849587121736,2545.941403885885
78,0.0,404.1230079165229,1512.8101754345817,2873.674534333081,3865.582838586918,4265.219017501578,4167.208288876663,3720.628418482359,3059.8413640171307
79,0.0,409.76983824843416,1240.1395646408164,1894.4367169193563,2188.0261902413836,2193.978512297926,1996.8560584940988,1649.5039362990356,1205.5260415767727
80,0.0,834.916906800874,2618.68921391375,3277.4521399250757,3104.798697304376,2594.7596398473324,1963.739071696432,1329.1156655510379,792.284023746053
81,0.0,326.14762032144233,1087.2892579085542,1862.08017218746,2377.216666326167,2581.9842528536024,2522.6282158737504,2258.1960213230186,1842.0368620219394
82,0.0,307.6606296830696,1212.5955342382365,2313.636870334333,2972.488734524352,3063.017283658563,2753.6626031008677,2218.6625882775775,1609.614319256789
83,0.0,422.5742578804503,1583.852454546879,2661.419636259985,3047.6420854147245,2879.9278433679974,2405.7576064044915,1797.6642952673385,1190.7800987987891
84,0.0,1210.0915475195286,1840.0794193058455,1601.9608631816495,1165.1089784630149,713.9265560761457,361.97404087178694,144.30971254791152,46.551470370317546
85,0.0,1197.7753200064049,2074.9010399452454,2115.6299852567286,1968.142058546364,1752.466058344917,1432.441924789163,982.2487697540527,497.08856675103044
86,0.0,462.195555547593,1717.4439168505382,2935.5449746200775,3451.571120965211,3363.7919227314,2918.559416456111,2289.470442814822,1611.9578844726404
87,0.0,123.35805538355764,462.9591329897396,935.9691779086751,1426.3889672226192,1821.5593471524612,2043.2364320874467,2062.476634208703,1894.4861812895488
88,0.0,812.4364436683622,2869.1075132452984,3844.3602312878957,3802.386861752764,3312.8468439601534,2657.5971872934842,1951.4257172383755,1306.2034130950613
89,0.0,579.8157277368437,1728.7964146483553,2595.1905332045885,2975.331793381194,3015.264323082499,2838.8842131641827,2496.5367132061724,2006.923649615913
90,0.0,93.80326199880155,353.8138890457742,723.0395124165076,1122.1202078213437,1470.674424377293,1704.5711497251898,1788.6345301322124,1718.8360351147512
91,0.0,760.2840611877738,2704.2138848139625,3529.853658318667,3415.301842577195,2908.7870097592436,2276.9723494794525,1627.824873898052,1064.4115746864309
92,0.0,510.489056835897,1940.3845985618866,3426.435984125252,4153.498015653658,4179.388717354142,3775.483102608898,3128.047033332311,2375.9509545962883
93,0.0,691.1736603377677,2023.2988226600708,2599.1074931632384,2502.414869858646,2084.0238743768346,1525.7616327210987,954.7660397482134,487.84377186419346
94,0.0,632.6142829809739,1908.5791946966792,2903.087294938173,3369.633799556954,3461.7249564950857,3323.010882469385,3014.358199303793,2547.5414748810103
95,0.0,1364.8987290942443,2051.2581440363906,1809.4313098337132,1358.8295966296087,872.5395337055202,468.0853355602295,202.9692441131261,69.09113012939368
96,0.0,494.09684587739787,1723.3103514890447,3095.604403467941,4112.645825616761,4634.525638381611,4731.9454346107805,4507.43770830289,4034.45296826752
97,0.0,1183.879874837961,2240.971324373317,2385.234738041801,2279.714710600046,2110.229006807701,1870.4149803491243,1505.7444691489038,999.8102270473555
98,0.0,658.4903736304451,2063.537082659616,2749.82733151615,2694.137292607811,2274.073533082411,1700.6206887139076,1107.1264333483166,606.9087733034509
99,0.0,112.85712879545005,372.6824810895129,584.6465701947866,611.1164134609562,474.1763339962654,281.40424089887676,129.01333181629363,47.09607744003259
100,0.0,746.1877213284224,2257.349999239651,3236.6808070863963,3486.1225608697737,3302.043597081451,2868.9772084108918,2271.1365631351932,1585.6823053745165
101,0.0,313.67801263461826,1206.996376026527,2442.2383088836436,3549.2471862659045,4191.932088283786,4328.471912733615,4055.045022038278,3502.8282707801663
102,0.0,253.48302156258268,1006.9172040570742,2093.3213670463256,3044.172123430174,3525.5787241635408,3526.926526833182,3168.008899602274,2598.086622821611
103,0.0,224.59484711235547,850.1804064101408,1337.869738067884,1371.0718225835421,1108.443253041499,750.0887764050112,429.5502040357147,211.9726909761563
104,0.0,1206.0405041712356,1720.385538687164,1637.8872623518196,1453.3673223795215,1190.5032257727487,811.6919004664351,397.75380636657053,118.79859237399852
105,0.0,801.1302929547986,1334.7953766334074,1232.9052751830488,914.4874085886624,530.830211406749,213.99628131418407,53.82635411384351,9.644883196206559
106,0.0,681.1047928198159,2189.9242734457707,2635.311020518344,2388.3177942114025,1889.1072542560482,1344.9070971238527,855.8552795807761,483.2057843280261
107,0.0,1008.4694505591991,2710.8577959849667,2983.2597800377266,2622.086362250198,2060.387234247589,1460.121699805858,922.2997539973088,513.3648951250644
108,0.0,1143.3986306420704,2332.090213605585,2435.5927770996673,2145.74228420516,1697.4736256890667,1160.1105675399506,645.6719585414426,269.7835365056263
109,0.0,947.3333967892593,846.3140429349379,707.0695434412642,500.7239948242366,234.33389047131058,57.04742461673382,5.682203695853977,0.35002018715350375
110,0.0,269.76467460068386,851.8193705751273,1343.9427327058772,1554.0986633466546,1496.3786942127037,1242.4081862606017,880.137723533603,515.6581340894973
111,0.0,1045.9529997879179,2474.2826268818517,2570.446308074229,2169.5885448585477,1623.5291894762315,1071.9614159082223,615.4428559424383,298.1929385108471
112,0.0,321.75619782766927,1197.585609173984,2394.0218928595173,3616.1391732164275,4626.776767518862,5301.727024275444,5616.857238439914,5601.733570689488
113,0.0,282.7238916493817,1004.7152675958562,1857.310837289901,2533.230011945705,2885.9964169717155,2910.801339978226,2664.3421303692926,2218.482792097292
114,0.0,362.0001137671992,1372.9428763556994,2640.171189317704,3565.9659881845714,3920.057978103262,3791.7240331116923,3330.844869193,2678.3532929682383
115,0.0,135.9669351053332,432.8990370997045,686.1545456909959,778.3493642749776,705.9308435641191,525.3923089806253,318.15227928613035,154.63815140480685
116,0.0,1101.441014850413,1660.9081268335185,1536.963629188999,1223.6951257908077,814.7499492516296,410.8108275768936,137.60742123161998,29.744800759545335
117,0.0,812.8855166397001,2375.325977445092,3476.9191952478122,3924.554894993598,3979.6139567511964,3822.1511523002223,3512.7110911055292,3046.9565937387056
118,0.0,1028.3444670781187,2213.3058363405485,2196.2181471954987,1779.8166138429094,1260.693781001618,772.3656549913909,400.8044573658287,170.37789591749632
119,0.0,668.8294550392584,2159.132257157194,3014.976013251042,3071.3278423863153,2700.0918506464286,2127.7523843218514,1486.2740236890857,894.4103633648723
120,0.0,909.3602358344049,1820.6292057666296,1991.7582949358853,1904.0801184696827,1729.0342466707134,1458.1459103151983,1057.3180842431505,591.9695318877282
121,0.0,265.504090094019,1007.4446429555337,2027.7166244201085,2984.9929543425574,3600.967678972784,3793.6186608982007,3611.0411592874098,3152.8086156018358
122,0.0,1191.725365975857,2493.9002939388056,2432.838101191955,1983.0307090554563,1441.9323985116714,933.4179822825106,535.4888256937919,265.43307451219
123,0.0,415.92782187346813,1409.24056308741,1864.1834171136936,1728.8217813030471,1328.605158077593,875.0601852199977,489.5249581460901,232.33722699772983
124,0.0,504.4092154629643,1994.86196871397,3439.5267851986305,4008.3432004416304,3889.460343637535,3398.1620543934155,2718.1695802858985,1990.985555608502
125,0.0,389.76527622569984,1252.6920875740325,1528.150945617386,1317.7741479249792,934.7435589626884,560.5071398157156,282.7414745057967,123.77222732053265
126,0.0,707.2780965314442,2588.660450548527,3794.5553464053664,3965.04347874501,3584.907937987331,2964.5718630654696,2244.9357430179357,1544.5447093885502
127,0.0,28.19585660224314,116.35384459401568,246.0835647413884,339.87012483771485,341.5578919404938,272.9623566024162,183.7749520849004,109.52280564507463
128,0.0,492.3782112187798,1766.1746291375675,2816.0457722474093,3121.0753994113475,2895.2379778907416,2387.6507008621957,1759.8768296006638,1141.3096878629265
129,0.0,223.16948275093432,805.3568608432172,1523.2872378533098,2127.6067029944115,2468.165472320035,2512.8986134084557,2301.221444755353,1902.6535572448772
130,0.0,468.06165713101956,716.7049871636167,529.2906706179309,262.34565501943285,85.27999602478698,18.142852073397773,3.062088268496675,0.45657491636303976
131,0.0,191.7181506629457,742.5375318609222,1560.9054286937346,2449.7450625830415,3170.304923133089,3564.2160109032593,3597.8938864991474,3323.696946828148
132,0.0,612.9340542130601,2057.141087945226,2991.426757223382,3120.509176743102,2784.485799318837,2224.148991263147,1581.2090773519576,976.5817021269261
133,0.0,742.8682809492685,2781.3982842966743,4209.2994712589,4510.316403238573,4180.053114142882,3563.8872541794367,2809.415110990986,2035.9031894023267
134,0.0,539.1813053876422,1380.5049929214738,1678.9352246118156,1552.3927746197667,1204.4190028000394,761.3926792492308,364.5898029650242,126.09366363727136
135,0.0,580.5999616510172,1657.166058488763,2360.8156042677747,2586.420835629652,2512.7288364859514,2244.796911078566,1821.252269540838,1286.5580559536168
136,0.0,165.4239044499729,629.9838570998822,1167.9340001715507,1447.1415417771518,1390.774561676913,1111.4690587926195,754.6317413751468,437.8823958525284
137,0.0,376.8932750593174,1218.575354990393,1948.2224068771186,2273.6839639614755,2229.6613788084646,1923.042453598179,1454.1532076583342,935.0442250326392
138,0.0,116.29046707477316,447.5275161260649,939.3747833162201,1495.1435992376253,1993.6872994969501,2325.839540274313,2432.9292328949905,2314.9263376635736
139,0.0,189.90172762218606,733.506791335969,1543.1766853904378,2447.1316350611482,3233.8246869858945,3738.495463122834,3899.2493005324823,3737.911552527112
140,0.0,145.9809386077372,510.02800986139954,922.7422898218523,1224.04698174542,1335.12856725886,1254.1730401617356,1028.7537804468693,732.3988163830044
141,0.0,104.30007892248834,165.10568014143684,90.75824136860824,24.71907189461864,4.010289750231511,0.46274834455995034,0.042633688449286875,0.0032044070636473754
142,0.0,416.5046194088557,1488.145283108014,2763.8694910070085,3790.000085129211,4370.861771237553,4523.241326824155,4330.865185909369,3873.2017455883415
143,0.0,986.6672944988111,2540.574322645745,2946.7128278079194,2717.5384461693884,2237.636880598726,1643.845591085376,1041.6869080482252,544.770108302215
144,0.0,385.07082805895726,1525.1851620970174,3055.7693013613266,4214.844171864713,4693.275889399515,4604.902250030964,4128.782950317035,3430.5995547171296
145,0.0,805.0397985926754,746.2297027491597,601.3119130404974,380.27788873658614,145.55673758315976,23.80508469852949,1.8156717339039246,0.0979106207367677
146,0.0,368.3035809954573,1400.4262785144647,2798.727881140405,4049.2819983029626,4806.114499356897,5027.477504859038,4809.443636291281,4278.336600171652
147,0.0,339.47064754580697,1257.8884497553086,2500.6345311854734,3759.5989479284704,4798.322763267146,5499.506019289677,5844.552949163265,5864.6588991681065
148,0.0,1437.0150952618571,2140.3964718655793,1906.9047971008629,1459.0723317121708,958.7549791176434,522.5319850791408,229.50813188483355,76.83492384941643
149,0.0,932.2131910391746,2462.984601355962,2770.405949789327,2458.749061781628,1928.6066781915329,1338.7501370871787,804.0916281864559,404.50650567148125
150,0.0,170.42737643674474,648.9553108992566,1311.107135169099,1926.5221740568397,2288.703394874173,2330.270056683324,2096.2137012521703,1685.4550140868635
151,0.0,214.85583457284667,864.4338531633302,1753.8532127984834,2400.2375057201953,2581.271602900163,2379.338000392349,1943.7682176398719,1424.276061254383
152,0.0,132.04328150463058,508.4997370030091,1071.7071244107321,1724.6516883904555,2348.9647419867183,2830.238934054075,3093.215817277568,3112.0104845005703
153,0.0,387.1591188089544,900.7845613047881,1064.645310189886,987.500175774592,775.3077554989814,491.80692298082687,235.38095439232904,82.61325627609222
154,0.0,989.7386443755264,2448.1994519572604,2534.541470347167,2129.7558446921385,1594.7975166071546,1077.4665133447288,652.4257830019473,349.4886796152925
155,0.0,301.0417247345937,1189.0243210986152,2200.759305458439,2712.5718083136308,2683.139751302083,2311.2759044416466,1772.844614351451,1212.8737597752688
156,0.0,486.597848147824,1843.178524291581,2715.11410988819,2773.0166563670105,2392.8183429460905,1844.8761085757287,1273.0312610159463,781.842537156861
157,0.0,781.3196512863238,2377.93557473169,2771.485694940364,2483.1347833943805,1959.2004587182457,1394.3038788199995,887.6565592934596,500.9199345560383
158,0.0,1209.554396742506,2084.4968846675297,1908.8874134238592,1465.8015158428368,970.0757149319999,542.1249492710688,247.96246861782268,90.28457827688152
159,0.0,188.40004059550932,645.7248922680826,1143.821769691384,1497.064319493321,1633.9649136411667,1562.9935287002834,1331.09345624647,1003.3502141020747
160,0.0,708.7328927055834,1239.2646814080808,1075.0151512795164,711.0903730429022,367.14325754249944,139.38038810431524,39.19612126601304,9.510901395540138
161,0.0,485.9879691886992,402.7639596503375,306.92326682279713,181.5019987509099,43.5562919884161,2.625157492368223,0.06727621626777498,0.0010872225963073413
162,0.0,678.0358724994356,1223.6164980616215,1254.604643926718,1124.9707683843346,903.4297436503824,581.9957781288099,260.88279428038953,76.80999144216288
163,0.0,316.52371825099533,1276.174659896249,2379.5978310478354,2934.3017321001535,2910.8699538301908,2529.81065286524,1971.2076486484566,1382.883184420544
164,0.0,509.1701889201216,1611.139375759774,2558.1694818327665,3037.751269211252,3120.5643026920034,2926.9566700711466,2529.7643175382836,1977.308112727886
165,0.0,655.1979984087358,2238.7424078483286,3603.4871159275417,4168.382373977814,4122.8622693119605,3715.0470656958596,3088.4887833568655,2340.8860116197734
166,0.0,243.0013206173863,970.3037483569107,1996.4341619091488,2827.6431688912744,3172.9198225307573,3069.851000079013,2656.5313343043827,2085.815554763073
167,0.0,819.2047225302712,1702.4050593841753,1902.0057471610296,1827.725193714278,1652.1428872054153,1373.6594510063007,972.329381794508,530.0297201951903
168,0.0,679.6175881807584,2533.4050314909396,3897.981900048353,4215.55040513301,3913.7091137957186,3320.8784413255203,2591.207505457684,1846.5621380061968
169,0.0,1182.2908126588072,2776.963873804127,2870.8239469254313,2447.2582945822182,1876.0343498541442,1290.2787438367006,787.4252438206317,420.53404967308893
170,0.0,273.47733558862086,925.4997267596285,1341.1814021474552,1306.3464410191516,1003.2261151424884,628.4414237871708,318.3371468724868,132.202244524002
171,0.0,340.2657766425197,1282.0378489174188,2542.594505200625,3674.0145555170334,4369.040244235372,4576.790447496965,4374.574731624108,3873.799832267326
172,0.0,47.94244289387381,191.22889138283088,409.8361325887196,623.6504072559485,729.8603939103724,694.6664027965652,558.5934906472575,390.66115134870626
173,0.0,794.3410392413587,2394.429510045849,3246.8730464905734,3309.286704631839,2966.24904899829,2415.2940118330134,1759.3177929803053,1107.2621455357737
174,0.0,208.857512602632,779.2743645485003,1475.8628139123352,1955.308908667305,2065.2914714307108,1857.7369463867174,1456.6905523703228,995.5358741394349
175,0.0,275.041651446461,1063.1892521886339,2198.936264965622,3324.803421141576,4104.0038508495745,4414.613905404086,4296.707127494695,3857.1428010882746
176,0.0,211.26273322657724,731.6425153390355,1125.5745359532648,1146.0644297787103,902.1510538535719,572.2264418529618,292.5549317901607,122.81667809281767
177,0.0,462.7705347905464,1762.179006096672,3241.398139852919,4111.16079752121,4288.695758856199,3990.460552733731,3401.286105534215,2665.2872387965012
178,0.0,653.5337757942647,2552.638113058411,3874.9089285700265,4116.020455513379,3759.2459460981477,3145.9088957958375,2422.6686078222315,1714.6660185858493
179,0.0,495.14840769919465,1716.0658165445352,3096.9706411795037,4187.991833870326,4844.791780295145,5110.972510945878,5073.1011832246895,4793.7828976152305
180,0.0,1048.3173919641645,2423.605226122294,2482.972118735276,2073.002215276508,1531.6343644587425,996.453831971741,563.1192568881098,268.08274508814765
181,0.0,326.48385357192467,1293.2767084714976,2543.399058066341,3401.233162007185,3651.2133688443137,3431.2549315978754,2914.5669628024934,2258.8676475118705
182,0.0,456.7888988038037,1649.3575036453358,2887.8896627759777,3554.8967256521164,3631.022143001535,3303.610432740951,2731.321054136676,2040.2356612951758
183,0.0,383.2262372639961,1421.1500687020161,2785.6055660128377,4038.5070849857193,4886.180713641129,5260.152847763648,5215.061901841677,4840.112861228245
184,0.0,738.7885555247325,2567.3884376101346,3705.245395899916,3857.7845921058947,3486.6591615289713,2876.294365758527,2163.548026080829,1462.871475685666
185,0.0,322.9135235894584,1217.7763524844004,2472.1878796265405,3774.9717289423143,4846.4503575378985,5532.234142236954,5804.669988210282,5706.070858527916
186,0.0,289.9972553713668,677.6113657548894,749.8235475859273,584.2127416990555,327.2476867528498,122.07970592314726,29.960239607019286,5.284753704205047
187,0.0,327.67062292833856,1201.0838450456422,2309.9231556685963,3270.769858528855,3853.063241510906,4021.3803790366105,3836.2982518945487,3382.560680121346
188,0.0,88.56964262091681,345.53956920378806,726.7133207355639,1116.100586930515,1367.49634377705,1404.8781531257966,1247.655580568145,974.7881203065041
189,0.0,857.6292123291763,2042.9948105665449,2503.9664401555533,2534.214531499913,2399.819310974947,2159.8651010195204,1794.8126997157278,1295.5488050408323
190,0.0,43.70061853143715,137.57595593300363,189.64721243646358,156.428879440568,86.20040030957794,33.835497628943635,10.11389514639141,2.4621564860820238
