model,HCO+-0.00,HCO+-178.37,HCO+-267.56,HCO+-356.73,HCO+-445.90,HCO+-535.06,HCO+-624.21,HCO+-713.34,HCO+-802.46,HCO+-89.19,HCO+-891.56,HCO+-980.64
36,0.0,7506.717011383721,4458.650878499097,2.912876994944783e+50,5781.242241184756,7668.153899948503,7479.470850047487,6610.123427420382,3714.4125039427954,8199.029242144044,-10765.291205758513,4233.779252153758
37,0.0,3642.886580988672,3490.632673218545,3250.3810445110917,2938.841261629269,2507.711766905927,1972.1348484991383,1369.3121271043515,792.2493544933708,3733.413889897256,366.0170583759758,138.97897675456602
38,0.0,35.55707650247005,12.040956834160426,3.068941782766401,0.7326715884856821,0.17525184047092218,0.03923302140419727,0.007344758538132389,0.0009420540449384034,87.69946130182748,0.00010047749973882936,1.0817712887132867e-05
39,0.0,1960.3355621724209,1887.3849654443225,1781.2903785112137,1639.6607771973556,969.0865657328029,1691.3661069110685,1000.8211633018145,1003.7295714926495,2022.0350862287269,628.2013713918094,234.74828692875636
40,0.0,4431.696927528549,3.962131104127219e+51,7161.988924703231,8956.787317783963,8477.079390293631,7037.879539917991,3845.651093398264,-6316.768460317215,7096.757460154927,4824.211384499825,6396.5098580730855
41,0.0,4048.33770008478,2313.4909033041886,-2495.25683276599,4377.081169679407,5605.537780286059,5492.425831971031,4873.184983188202,4034.4513954606646,4912.997103728165,3107.1105836083193,2198.8063681817202
42,0.0,6012.791200078582,3586.664444569105,1.0295087297177108e+60,4694.221254633008,5971.962660130205,5248.730393415885,2703.9270625835575,-7969.757726732791,7009.053452791365,1361.3487162560473,-5454.079748194396
43,0.0,5320.451393949452,2846.899370771892,-4563.741272230828,2096.5008231016723,-3798.381122674102,4724.586816369738,6241.568254014012,6149.790504510879,6149.853197217794,5474.340581549442,4504.419005446619
44,0.0,2404.2492134251797,2133.000526423702,1746.532987963862,1302.8570933779647,838.2876205417903,444.19348744436996,192.11619512930542,72.75377801854387,2561.0268542864137,34.11318700031536,11.15867795313781
45,0.0,1650.6111298023734,-1631.126133983338,4049.43636128427,4974.882291744948,4793.799449074308,4212.758208351203,3439.5583469299536,2623.311138735654,2692.6943924472894,1845.73185808148,1187.540459055564
46,0.0,1361.568505370957,1275.5959720003564,1184.6649975619248,1095.542278245728,1009.3349652431127,919.6740455382247,784.0008954773263,509.0099182543727,1428.157327097435,191.03456571720832,38.42886967986897
47,0.0,4239.766624036656,4018.791214807329,3675.3512241047592,3228.5755858884218,2684.80102902838,2066.2493917491297,1414.9551260404808,830.1496030048905,4397.782927598623,408.24378613191476,173.2860173165103
48,0.0,5063.1734669184825,4507.718050874871,3580.007993052078,1643.4056901187619,2.385536148795459e+87,787.7009829371815,-3024.8352667660997,1733.5578515713355,5217.032376127474,1916.559970299935,1378.0236807036015
49,0.0,8003.396200073912,4443.344087785599,4.559517776588818e+75,3492.968042079484,-11930.043589126371,5486.819479297439,6471.371559845447,3702.44489271648,8616.688706584455,-7127.230507001209,4579.158630962584
50,0.0,9082.61913232896,7992.802655183164,4639.445869016626,7.124831282867895e+132,5729.421367506358,6606.867027013681,3876.371784984029,-7126.588825979041,10070.36864775584,4857.687402353965,6484.814030614158
51,0.0,6838.533968397191,4088.226165142338,7.749233565543616e+119,5821.159948948878,7768.45514460177,7957.87359131769,7744.521042295264,7306.903411368582,7878.213033288141,6698.595922109346,5915.97437533787
52,0.0,4905.8342753421275,3827.3413576988733,2006.7997420211636,-2133.514982248479,3844.967163737221,4889.61981586216,4667.506783806231,3995.1124041679095,5687.94124371552,3132.747525496824,2263.589835325068
53,0.0,2319.9936480142323,907.7427676188604,-3030.836386184431,-2593.805288005866,2287.4901047077337,2874.2976176840393,2524.6369432342876,1891.795476718608,3167.325673426104,1239.3989602635597,711.4693026824501
54,0.0,2971.9754026948904,2878.392554974179,2754.7319731361317,2611.5204828573033,2400.1378552073397,2077.0180252817486,1612.1398234590208,1046.102760121518,3042.7464560401954,523.8835916699404,192.17330757348347
55,0.0,1411.88963519694,1311.6663927754473,1143.639230753598,900.0826327651682,564.4981364131494,244.87699336054814,69.01161803100786,15.449267948654533,1484.4546332502628,3.409697709530107,0.48884089737359043
56,0.0,4277.9845533196285,4078.9005489318038,3765.241968365569,3352.9926729771255,2836.2392758958913,2231.490309734666,1572.2649489855548,953.2979111047309,4418.826676980832,482.07218827022774,206.20755535424
57,0.0,685.7168142492303,2.1129785938876227e+80,-2612.0417883885916,519.9606293042939,-1848.0612990906625,1899.2017140009898,2201.3382595304033,1774.8278548292633,1650.7542868283517,1205.3772023205759,710.8322855746339
58,0.0,3684.8582796557516,2058.8654917055537,-2480.522834766657,3758.3074209712313,4761.284239192694,4559.2485866621,3936.6957367808523,3124.3509832981854,4505.1606905775925,2268.585410185128,1479.944519533847
59,0.0,5805.799312519505,4758.3030315016,2578.560759629155,-3663.3769841683607,4012.381867634808,5199.672730705699,5042.245061379415,4404.793704104037,6637.594508051355,3544.471397990839,2606.94280001828
60,0.0,6347.717635987546,6094.549575561801,5739.718871812983,5278.106243460671,4715.823189950379,4034.254239104777,3273.4406009831846,2449.0779768442094,6535.849773010206,1659.7364051642373,985.1411784114233
61,0.0,1538.8574407842586,1451.5833560601616,1357.9524443631842,1265.2840793580242,1169.7555228795918,1043.3389346737895,810.44803447743,444.55173513496777,1606.5032537848722,143.16481133612152,30.45203904512956
62,0.0,3536.7896380724383,3439.5464960729237,3306.9194190181274,3156.2598767584836,2929.634673492986,2601.990960224545,2130.317680637194,1528.27386430196,3605.5816748685006,903.6380455880401,412.1087465370134
63,0.0,5626.783861954371,4627.734042958155,2465.896370340426,3.177692466614751e+66,3640.142211977666,4399.660224297072,3663.4182917871926,2285.7302422187604,6977.397315077032,325.0535439499643,-2629.6429109683695
64,0.0,1073.2344843408598,-1556.3655261763809,2350.4600288948473,2714.025740842507,2361.7336708596404,1802.6143688101008,1206.6110835339186,697.4240262079193,1900.0086783367792,351.8027018047608,161.43433539646261
65,0.0,-1040.956460741583,3286.754813977978,3734.5665887792406,3439.416421840855,2896.961059301232,2258.984208901531,1619.8790604952824,1061.9401739170446,963.7592968050393,640.5957678201146,363.45395502210596
66,0.0,4877.372449177017,2832.801479734611,-3826.7962345329697,4717.070372067866,6150.717076782962,6127.446241823184,5611.341711190576,4832.876011333472,5835.707230503408,3911.569299996788,2930.993655182807
67,0.0,3034.772862943839,2737.62342709924,1351.162765688709,2.3309602324528925e+78,745.850550535442,-4123.538296109687,1219.8072575657666,1321.177173449914,3273.053129778699,845.5063154147549,383.51410703074714
68,0.0,1331.0071382707317,-1430.02857510587,3362.0096124636316,4059.291146922068,3811.438189780478,3231.6961420360667,2513.2908900460475,1800.6681118313,2230.8059427430576,1177.0764171580593,702.604423251775
69,0.0,9764.414137770376,8788.8836201878,6896.787082930971,3151.2584979369067,3.3835455953421455e+86,-9899.301153628541,4254.962940314674,5086.9306679180345,10447.939322235663,2682.283549993917,-4539.0980973286805
70,0.0,4776.715575099791,3513.6906552419096,1436.2735106007317,-4025.3423410321902,-3536.041560538757,3091.53283631472,4084.8706386896906,3813.4379823344375,5397.988257851559,3097.4032782204195,2249.426778328403
71,0.0,3340.688787899461,3248.846790902988,3136.619563101893,3022.418488549415,2873.486433284477,2666.0971151769395,2335.6670725682934,1839.5919917336205,3410.381414545012,1223.3302981493473,632.4426072009838
72,0.0,3530.833901230121,1939.1854171338996,-2539.273889911339,3450.788340379823,4346.818437934175,4100.822706980922,3482.8868466170184,2689.6701354333613,4352.981381677462,1883.2519439838627,1163.533248199519
73,0.0,2325.253801961754,2234.8087529961945,2122.213762868928,1991.138375513928,1798.0968544173281,1486.1292597996023,1043.9340369144454,558.7520626160939,2396.3046219272996,208.1054378757208,56.017141844787474
74,0.0,8798.06485205956,7234.755645961326,3894.1982812229107,-5841.209382310327,2690.0476929286833,-4877.869011244083,5767.212290383464,7805.08143001786,10423.00450845629,7871.491346531838,7225.050448969435
75,0.0,4259.613257561356,4020.718066500239,2180.4782349119673,6.117058640846743e+75,1450.1647459267792,6.266611068377364e+133,1049.0976482845294,-6795.126109351861,4702.50589995943,543.203390562685,-3837.704269377798
76,0.0,8.743063625086871e+130,1164.1295203136183,-1919.866570095152,3032.8861334372823,3751.6107600718415,3457.603392819508,2826.9052178345905,2085.1703436668467,1065.352794292789,1380.611129405399,815.5693120684159
77,0.0,7238.135537989377,5913.884687132814,3352.3430473435155,-3651.7497104134113,5490.468768162659,7270.044357976431,7295.693654857736,6721.977008160242,8311.13136165797,5820.454328556569,4768.43472550552
78,0.0,7748.168550837159,6734.977466198446,5385.021445252815,2866.8449390055853,-3571.868072597745,4377.286444265163,5691.032746985981,5529.264532488446,8021.181423433889,4821.678207726299,3867.023534707721
79,0.0,3793.317966095238,3667.786840433203,3562.3625354528435,3402.1472017682468,3095.7675688872955,1601.799972220871,1.0068663158009478e+88,746.9717521601075,3758.1472565441286,8.262273040279053e+129,1185.470007195845
80,0.0,1368.5637664469743,-4988.207482486659,-3616.118100977279,3649.1702834832354,4855.40361677326,4735.484461771224,4140.299801926394,3331.4248272293507,2898.7561842794685,2458.318650042231,1634.176563935247
81,0.0,5066.815190469447,4732.71943598027,2704.674707282291,5.683224997862474e+57,3265.6485438763775,4396.4707773087275,4198.280262759576,3372.8757586833544,5400.1191908086375,1316.0781500166063,-4865.785179505177
82,0.0,3.483794445364515e+55,-3162.8294459581393,12205.296820374253,5158.102423121908,3591.2374600318267,1136.0884484580142,-3544.0876593906337,-3779.5289810707563,-21.84252436262575,2350.0102192515105,2966.740172575824
83,0.0,4464.66948149785,2572.6489081076675,-3178.923715480242,4465.978316857298,5771.587899232723,5692.237246823942,5122.807450968972,4310.042871995343,5377.079626504428,3380.2905018280335,2435.826394851792
84,0.0,1125.6702032821077,-1889.531765579954,2221.4604932342777,2567.8156567139586,2215.0939640396136,1669.272594180743,1083.397814010196,591.7974264704925,2005.117366549173,273.12116125600903,112.79734638952414
85,0.0,2424.2600402535013,2334.3217320555495,2231.318475666553,2124.5766642829844,1999.9024199874318,1812.70353317557,1495.7774019283775,1026.667303962341,2495.476101276888,524.001347965524,179.98412898864555
86,0.0,5466.452623344492,4416.943116964463,2339.265182286639,-2952.79242122041,3874.2754454452847,4978.053978213804,4763.778758545038,4090.5005172988094,6223.071010595417,3213.2743616652274,2302.1584051148307
87,0.0,5651.95839814447,3049.6721606647293,1.4122924254411404e+52,2247.6049102911793,3.192453390470273e+129,4570.149751404092,6099.019364059619,6022.010762937824,6646.405731319933,5375.41170707427,4449.061927182422
88,0.0,1.2379011741954846e+57,-3112.6741068866013,971.5866563417597,-2477.416754101414,808.0591765139247,-2270.0634188798895,2558.801777800351,3114.615602301566,799.3441111954801,2688.574044313751,2001.64914017676
89,0.0,4387.1520235948265,4310.615166014767,4182.987840969769,4037.010347466302,3711.394890605091,2074.1153973454416,2.0784509773076787e+128,1963.6263642998117,4389.33444067464,1230.8543360558783,-5310.863972836901
90,0.0,8810.946526312744,7689.71143735798,6404.682222882509,3496.76685719929,1.1097704443622763e+99,4193.634208110009,4522.431198190963,2237.2516645478986,9267.691819331425,-3929.994263711041,3191.265977199073
91,0.0,1815.8814751886441,-1706.5686935823264,4460.963555018539,5518.1309429609155,5374.096728329349,4796.380466842043,4006.2335465239044,3147.69139881796,2930.4766456671823,2300.322719069991,1550.2053986779501
92,0.0,-2036.7693871883064,4.841252843253138e+16,14374.964114441964,12232.957577007617,8129.038658292789,8116.064885474837,6816.788942105701,6073.991156695908,6.513253891845992e+24,5010.638341458993,3966.247873267936
93,0.0,5008.196658431273,4860.32352746767,4622.156753663644,4294.248187843497,3865.2987111595316,3322.23360987473,2654.890851234958,1918.7288434662157,5131.068712116228,1208.5485886964095,637.9815816670664
94,0.0,4919.155467537118,4777.771020495971,4664.078310628976,4502.494174037472,4146.53523244124,2326.131330676433,1.3546607384840033e+123,1347.5434664227603,4807.02755560135,-9467.218505228659,2081.034696231715
95,0.0,1334.1655594911333,-2289.433738310377,2538.1814960944594,3009.6255410733847,2697.6723072867276,2150.056380918776,1507.8621900275862,907.4252986318387,2321.0433008156224,458.55759170464614,198.938057275125
96,0.0,7629.126756534667,6788.367238866731,3926.6816556754907,3.9590279820574055e+130,4799.411505718527,5577.755491262484,3174.1321507398015,-7072.6300412525825,8369.824730917986,3876.6289177561343,5096.174867334435
97,0.0,2706.131257054546,2611.539614625082,2507.067473133927,2374.211145123227,2113.849700395224,966.4840050926916,-6564.709475087752,241.9307398402049,2731.106402277715,-3037.218520472235,470.01068520305023
98,0.0,4569.367542846064,3693.267744687741,1894.077441860042,-3175.8533728246134,2894.2106399654363,3616.3776623934727,3296.037790919149,2624.769273377843,5183.225560166963,1850.363069074307,1127.3038173510945
99,0.0,2406.242756978429,2125.238845933626,1732.3429498442429,1285.4695961425325,822.7373631165592,435.22912141637244,191.43203031247367,91.1207837430344,2621.551102652393,35.7193817366451,11.642187174016563
100,0.0,5464.866410396012,5366.5566820561935,5239.34406996962,5087.179127065274,4894.896140498491,4637.119610501752,4261.420735555268,3735.8560233306666,5548.751199117116,3048.481596158564,2236.195868878229
101,0.0,2245.999211855317,1.7342102997400277e+48,5.552519283593707e+124,3812.5601033722924,2890.544124322896,-4361.208895604702,3134.0041673037895,2025.9422840058292,4568.135598566943,-3621.6737316068734,3503.9950190835493
102,0.0,4498.54657395011,2609.9215120250888,-2451.931114034001,5194.130300586148,6697.1169191121435,6685.4839651592465,6092.895270125754,5227.3488968685315,5403.7713691129975,4241.362380326632,3225.5917780663353
103,0.0,2109.950756891944,791.5985411512842,-2741.8779304033296,-2399.8892259849767,2071.8385045024424,2555.5491556612938,2188.4151270783523,1584.8755472285998,2913.4587660359307,996.5529014533538,549.193524723958
104,0.0,1921.7753752889469,1832.97682404432,1727.8091013252547,1610.498577771158,1437.7240968186634,1149.5375108093276,742.4835484502587,332.8299006765256,1991.9169665053228,97.43005193019702,25.8503847035726
105,0.0,1924.224447266375,1829.606033166694,1685.1983550684922,1484.6385153139954,1171.3656305597658,760.6255811507161,366.93297272471517,117.7688747023202,1995.8879421999054,29.92625314182971,8.650262994097764
106,0.0,-1509.8906194989663,4806.926604263897,5651.701454530344,5460.737177600938,4920.237532322155,4198.168098275951,3377.091493309475,2544.1617893931016,1553.1441632845315,1766.9418238433695,1116.0144851025054
107,0.0,1547.5538890965013,-1978.0277705807941,3973.913944680088,4877.646559736266,4683.574981227495,4110.004757256907,3343.648496818523,2525.8955785334538,6.057129690325923e+60,1734.8248778085258,1073.10554043289
108,0.0,3547.918794783663,3439.474116443766,3279.442081219132,3082.022827049225,2782.60449812709,2365.889299910496,1820.1532156540638,1198.6804231672218,3617.2381432390284,635.5571545657514,260.39806554373433
109,0.0,686.2505084328486,483.9842100598473,243.28106264739233,77.90119148103955,16.75366149146546,3.814191154429957,0.5606146895736207,0.05961196073375074,830.0932394216535,0.005272709340474574,0.00039075462716497256
110,0.0,3608.044446686024,3377.1841754926295,3050.4211502078706,1548.6767789305306,4.3125527904837075e+119,815.700825190281,-4694.890940471563,1336.2032825471692,3525.0007031195855,1467.6702400744348,943.2041229094823
111,0.0,6262.270310264695,5976.868242038039,5583.075993663102,5078.6933159347955,4475.146256856341,3761.9336362947492,2987.69816257913,2177.5676926617025,6464.946907119241,1431.8924753598164,825.8484605247778
112,0.0,9048.413759701743,5318.083595282362,3.1223443591835523e+55,4214.039047954417,5.515437071180857e+123,5899.461791751061,4547.928027295728,-10673.690597052357,10378.563689631952,2753.55844931203,-8951.602246152373
113,0.0,6441.977793578351,5534.9179934999565,2992.2161495976943,1.641475641544833e+108,1986.003372138481,-7022.145428675996,2725.240007403749,1747.3474745912201,7233.770011578608,-4325.059643750294,2417.451031192315
114,0.0,6867.994375432525,5656.4457523884275,2906.1151422509956,-4724.142701923052,1907.7663305415756,-3960.0578341021746,4168.838976868096,5479.699665603088,8072.658657566224,5250.241792529635,4483.831956297921
115,0.0,2841.4753363825757,2697.9960497379016,2463.644962536341,2151.191080529721,1724.0762304323196,1213.3120545778472,706.3761847965408,317.3967521333305,2978.6918081425733,128.26056126995547,48.41763279451231
116,0.0,2165.461684480781,2073.9162691779884,1950.0716387122459,1791.9465135690796,1542.554369687899,1166.2577625924387,710.2668575842106,307.7448594731309,2236.4872324488433,92.5177101244461,25.257649126074412
117,0.0,5032.12560776437,4732.860524462559,2706.326655184629,1.1719685867682395e+70,3183.814894381827,3893.7837466573787,2080.101849695316,-9196.718192467417,5502.110957761264,920.9046449884481,-5599.820930682409
118,0.0,1532.8887533103689,-2130.2562339307487,3128.431317930199,3774.141326830198,3506.413512914387,2932.9398038732456,2232.3482020448187,1516.2083415666916,2572.6558272027964,902.9208590010653,465.3424264112471
119,0.0,3962.3041480003258,2209.454331654591,-3606.205864838592,3550.5056097539036,4550.5594183309195,4368.900547601272,3809.148213947113,3045.3689255873924,4805.76607923761,2216.434435640639,1419.276491313818
120,0.0,2343.1024813536765,2252.632815535439,2153.9119789413776,2054.9000158071444,1956.3666373716762,1852.771406559779,1717.1231027306176,1475.802163158371,2413.274884632143,1056.4077842304937,542.8426349498944
121,0.0,3194.4444242320747,2.6182275954561764e+65,1986.4580672274205,1.4558061401624114e+96,-8698.226419819677,1949.34057626417,-4794.212490361236,4529.725736633654,5225.945578286875,5999.223105167819,5791.792538092282
122,0.0,1329.772234838797,-1546.3760284673622,3169.192100718617,3785.839610254991,3502.5087304672097,2915.9448226728673,2212.9179183722467,1525.2074551357503,2237.7532149351955,940.6594617239336,524.5930018428928
123,0.0,1354.2254857477546,-1692.4328527138753,3019.8883147356296,3602.466999286479,3310.6023727406164,2721.5031106390475,2033.4280086795375,1357.3262098951873,2282.6971969707665,803.1533886015372,421.73064019222824
124,0.0,4599.5505911147075,2674.555186353413,-2671.1269563853734,5139.626240878012,6654.116870209551,6646.947386027182,6053.694988350678,5199.064516035503,5544.647867959417,4219.870619099989,3200.8225590565103
125,0.0,2.1862195242575247e+133,810.030965896544,-1614.8702122099119,2216.77075635798,2622.803658360445,2248.2161002655153,1670.1745198532367,1081.00570652132,795.125588548818,617.1389593441756,314.87124249461846
126,0.0,4534.751515655326,2631.0096440112934,-2823.0751023230314,4869.985710071897,6299.733180212427,6264.328193764094,5673.598881328111,4833.385844434279,5467.856920577749,3869.314323138312,2878.6441701976432
127,0.0,2550.9720315606824,2216.756175071938,1801.7738236295486,1355.8798972981836,930.6264944359148,581.4026215977335,341.8207969674468,230.33789446357702,2922.770288897652,154.89355558359685,88.65201906455658
128,0.0,6014.046121005549,5237.685485404102,3913.1654644778246,1525.9146187661809,-5164.684884559558,-4627.762367525868,2656.840313527563,3522.996947867012,6512.892603876171,3160.1381765919446,2405.0099350453884
129,0.0,6473.527833533866,5564.03307204737,3103.4037682615167,1.4383353015472263e+124,3831.326903561293,4221.596928711154,2161.5831297927316,-4447.109137852569,7234.501695479523,2799.697148503066,3416.7348791255813
130,0.0,1561.958522820902,1359.3284929409538,1047.332098735119,690.2247854077847,348.9654463949977,126.91941087895727,36.936621388646124,12.626180385189137,1691.1481308765567,2.8012731778286493,0.5380714913831033
131,0.0,5396.017301675677,3063.8401980557665,4.3570468411801426e+111,4405.0220840093025,4590.020415444727,2439.1542021860128,-3125.6768251283806,3995.6183016807668,6403.54003798894,5105.865286969933,4781.039622625894
132,0.0,4024.885127586958,2252.1267054160758,-3409.519083272661,3705.2275714052053,4751.149735202352,4573.983667766809,4009.418743200811,3228.7716455430973,4891.800666466142,2382.5344083636987,1559.286636341208
133,0.0,4592.724358432137,2669.599739212552,-2732.6046277623486,5073.590763303684,6572.540323148447,6560.218515083011,5965.783833020714,5116.189768493273,5551.530625828899,4142.695398439103,3129.1576610985067
134,0.0,2827.1715409781214,2730.8417658785534,2596.367999504157,2429.17511108853,2175.0750613863474,1795.5746454607308,1293.4733494333968,749.7582515821803,2898.2383749243886,324.0206330863046,104.84230232088917
135,0.0,3783.755771023811,3690.5445346346455,3583.7784450287645,3478.520255085582,3363.0577782362584,3237.915309823365,3068.4084732023503,2799.3347114176972,3854.035547636953,2361.8883253082536,1735.3621931815737
136,0.0,-1007.6039282649006,113655628974.85725,6881.506687863,6019.1440501105235,4375.321270437009,3818.9170850679325,2967.1888230771697,2170.7304687708074,6.634259622578152e+20,1425.2240562210727,826.7552868085295
137,0.0,3763.7196433017366,2008.8327061078978,6.044626282736018e+99,1400.4325104660222,-6016.286512423968,2377.7459741280477,3064.6858687162667,2738.384587260108,4291.617696064613,2089.863275450392,1348.1340765569287
